participant,type,score,memory_score,image_memory_order,food_order,quality,attract,mood,image_id
241,wine,19,high,3,2,中质量,无区别,正面,1
241,wine,20,low,3,1,中质量,无区别,正面,2
241,cake,47,high,1,1,低质量,有吸引力,正面,3
241,cake,35,low,1,2,低质量,无吸引力,正面,4
241,sandwich,41,high,2,2,中质量,有吸引力,正面,5
241,sandwich,19,low,2,1,中质量,无吸引力,正面,6
241,donut,42,high,4,2,中质量,有吸引力,正面,7
241,donut,17,low,4,1,中质量,无吸引力,正面,8
242,wine,42,high,3,1,中质量,有吸引力,非常正面,1
242,wine,21,low,3,2,中质量,无吸引力,非常正面,2
242,cake,42,high,4,1,中质量,有吸引力,非常正面,3
242,cake,16,low,4,2,中质量,无吸引力,非常正面,4
242,sandwich,46,high,2,1,中质量,有吸引力,非常正面,5
242,sandwich,15,low,2,2,中质量,无吸引力,非常正面,6
242,donut,40,high,1,2,中质量,有吸引力,非常正面,7
242,donut,35,low,1,1,中质量,无吸引力,非常正面,8
243,wine,43,high,3,2,低质量,无区别,中立,1
243,wine,21,low,3,1,低质量,无区别,中立,2
243,cake,49,high,1,2,低质量,有吸引力,中立,3
243,cake,13,low,1,1,低质量,无吸引力,中立,4
243,sandwich,40,high,2,2,低质量,有吸引力,中立,5
243,sandwich,14,low,2,1,低质量,无吸引力,中立,6
243,donut,35,high,4,1,中质量,无区别,中立,7
243,donut,18,low,4,2,中质量,无区别,中立,8
244,wine,38,high,2,2,中质量,有吸引力,非常正面,1
244,wine,20,low,2,1,中质量,无吸引力,非常正面,2
244,cake,35,high,4,2,低质量,有吸引力,非常正面,3
244,cake,20,low,4,1,低质量,无吸引力,非常正面,4
244,sandwich,40,high,3,1,中质量,无吸引力,非常正面,5
244,sandwich,18,low,3,2,中质量,有吸引力,非常正面,6
244,donut,43,high,1,1,中质量,无区别,非常正面,7
244,donut,10,low,1,2,中质量,无区别,非常正面,8
245,wine,48,high,1,2,低质量,有吸引力,中立,1
245,wine,18,low,1,1,低质量,无吸引力,中立,2
245,cake,44,high,3,1,低质量,有吸引力,中立,3
245,cake,18,low,3,2,低质量,无吸引力,中立,4
245,sandwich,44,high,2,2,低质量,无吸引力,中立,5
245,sandwich,12,low,2,1,低质量,有吸引力,中立,6
245,donut,42,high,4,2,中质量,无区别,中立,7
245,donut,19,low,4,1,中质量,无区别,中立,8
246,wine,43,high,3,1,中质量,无区别,中立,1
246,wine,10,low,3,2,中质量,无区别,中立,2
246,cake,44,high,4,1,低质量,无区别,中立,3
246,cake,19,low,4,2,低质量,无区别,中立,4
246,sandwich,36,high,2,2,中质量,有吸引力,中立,5
246,sandwich,19,low,2,1,中质量,无吸引力,中立,6
246,donut,49,high,1,1,低质量,无吸引力,中立,7
246,donut,20,low,1,2,低质量,有吸引力,中立,8
247,wine,30,high,2,1,中质量,无区别,中立,1
247,wine,23,low,2,2,中质量,无区别,中立,2
247,cake,44,high,3,2,低质量,无区别,中立,3
247,cake,18,low,3,1,低质量,无区别,中立,4
247,sandwich,44,high,1,2,中质量,无吸引力,中立,5
247,sandwich,13,low,1,1,中质量,有吸引力,中立,6
247,donut,43,high,4,2,低质量,无区别,中立,7
247,donut,15,low,4,1,低质量,无区别,中立,8
248,wine,40,high,1,2,低质量,有吸引力,中立,1
248,wine,16,low,1,1,低质量,无吸引力,中立,2
248,cake,42,high,3,2,低质量,有吸引力,中立,3
248,cake,11,low,3,1,低质量,无吸引力,中立,4
248,sandwich,21,high,4,2,低质量,有吸引力,中立,5
248,sandwich,18,low,4,1,低质量,无吸引力,中立,6
248,donut,41,high,2,1,中质量,无区别,中立,7
248,donut,13,low,2,2,中质量,无区别,中立,8
249,wine,36,high,3,1,中质量,无区别,中立,1
249,wine,19,low,3,2,中质量,无区别,中立,2
249,cake,44,high,4,1,中质量,有吸引力,中立,3
249,cake,13,low,4,2,中质量,无吸引力,中立,4
249,sandwich,36,high,2,1,中质量,有吸引力,中立,5
249,sandwich,22,low,2,2,中质量,无吸引力,中立,6
249,donut,42,high,1,1,中质量,无区别,中立,7
249,donut,12,low,1,2,中质量,无区别,中立,8
250,wine,40,high,2,2,中质量,无区别,中立,1
250,wine,15,low,2,1,中质量,无区别,中立,2
250,cake,43,high,1,2,低质量,无区别,中立,3
250,cake,16,low,1,1,低质量,无区别,中立,4
250,sandwich,44,high,4,1,中质量,无区别,中立,5
250,sandwich,20,low,4,2,中质量,无区别,中立,6
250,donut,44,high,3,1,低质量,无吸引力,中立,7
250,donut,16,low,3,2,低质量,有吸引力,中立,8
251,wine,43,high,1,1,中质量,无吸引力,正面,1
251,wine,19,low,1,2,中质量,有吸引力,正面,2
251,cake,46,high,3,1,中质量,有吸引力,正面,3
251,cake,20,low,3,2,中质量,无吸引力,正面,4
251,sandwich,35,high,2,2,中质量,无吸引力,正面,5
251,sandwich,24,low,2,1,中质量,有吸引力,正面,6
251,donut,46,high,4,1,中质量,有吸引力,正面,7
251,donut,16,low,4,2,中质量,无吸引力,正面,8
252,wine,41,high,1,1,低质量,有吸引力,正面,1
252,wine,19,low,1,2,低质量,无吸引力,正面,2
252,cake,48,high,4,2,低质量,有吸引力,正面,3
252,cake,15,low,4,1,低质量,无吸引力,正面,4
252,sandwich,38,high,3,1,低质量,有吸引力,正面,5
252,sandwich,22,low,3,2,低质量,无吸引力,正面,6
252,donut,45,high,2,1,中质量,有吸引力,正面,7
252,donut,10,low,2,2,中质量,无吸引力,正面,8
253,wine,41,high,2,1,中质量,无区别,中立,1
253,wine,20,low,2,2,中质量,无区别,中立,2
253,cake,47,high,3,2,低质量,有吸引力,中立,3
253,cake,18,low,3,1,低质量,无吸引力,中立,4
253,sandwich,35,high,4,2,中质量,有吸引力,中立,5
253,sandwich,15,low,4,1,中质量,无吸引力,中立,6
253,donut,49,high,1,1,低质量,无吸引力,中立,7
253,donut,18,low,1,2,低质量,有吸引力,中立,8
254,wine,49,high,4,1,中质量,有吸引力,中立,1
254,wine,20,low,4,2,中质量,无吸引力,中立,2
254,cake,49,high,1,1,中质量,有吸引力,中立,3
254,cake,15,low,1,2,中质量,无吸引力,中立,4
254,sandwich,46,high,3,2,中质量,无区别,中立,5
254,sandwich,11,low,3,1,中质量,无区别,中立,6
254,donut,45,high,2,2,中质量,无区别,中立,7
254,donut,16,low,2,1,中质量,无区别,中立,8
255,wine,35,high,2,2,低质量,有吸引力,中立,1
255,wine,18,low,2,1,低质量,无吸引力,中立,2
255,cake,49,high,1,2,低质量,有吸引力,中立,3
255,cake,19,low,1,1,低质量,无吸引力,中立,4
255,sandwich,39,high,4,1,低质量,无吸引力,中立,5
255,sandwich,17,low,4,2,低质量,有吸引力,中立,6
255,donut,42,high,3,1,中质量,无区别,中立,7
255,donut,20,low,3,2,中质量,无区别,中立,8
256,wine,15,high,1,1,中质量,无区别,中立,1
256,wine,17,low,1,2,中质量,无区别,中立,2
256,cake,46,high,4,1,低质量,无区别,中立,3
256,cake,18,low,4,2,低质量,无区别,中立,4
256,sandwich,35,high,3,1,中质量,有吸引力,中立,5
256,sandwich,18,low,3,2,中质量,无吸引力,中立,6
256,donut,42,high,2,1,低质量,无区别,中立,7
256,donut,11,low,2,2,低质量,无区别,中立,8
257,wine,41,high,2,2,中质量,无区别,正面,1
257,wine,17,low,2,1,中质量,无区别,正面,2
257,cake,31,high,3,2,中质量,无吸引力,正面,3
257,cake,14,low,3,1,中质量,有吸引力,正面,4
257,sandwich,15,high,1,1,中质量,有吸引力,正面,5
257,sandwich,12,low,1,2,中质量,无吸引力,正面,6
257,donut,44,high,4,1,中质量,有吸引力,正面,7
257,donut,16,low,4,2,中质量,无吸引力,正面,8
258,wine,37,high,4,2,低质量,无区别,正面,1
258,wine,14,low,4,1,低质量,无区别,正面,2
258,cake,44,high,1,2,低质量,有吸引力,正面,3
258,cake,13,low,1,1,低质量,无吸引力,正面,4
258,sandwich,35,high,2,2,低质量,有吸引力,正面,5
258,sandwich,23,low,2,1,低质量,无吸引力,正面,6
258,donut,42,high,3,1,中质量,无区别,正面,7
258,donut,20,low,3,2,中质量,无区别,正面,8
259,wine,45,high,1,2,中质量,有吸引力,正面,1
259,wine,24,low,1,1,中质量,无吸引力,正面,2
259,cake,41,high,2,2,低质量,有吸引力,正面,3
259,cake,13,low,2,1,低质量,无吸引力,正面,4
259,sandwich,38,high,4,1,中质量,无吸引力,正面,5
259,sandwich,20,low,4,2,中质量,有吸引力,正面,6
259,donut,46,high,3,2,低质量,有吸引力,正面,7
259,donut,19,low,3,1,低质量,无吸引力,正面,8
260,wine,47,high,4,1,中质量,无区别,非常正面,1
260,wine,25,low,4,2,中质量,无区别,非常正面,2
260,cake,47,high,2,2,中质量,有吸引力,非常正面,3
260,cake,20,low,2,1,中质量,无吸引力,非常正面,4
260,sandwich,41,high,3,1,中质量,无区别,非常正面,5
260,sandwich,25,low,3,2,中质量,无区别,非常正面,6
260,donut,47,high,1,2,中质量,无区别,非常正面,7
260,donut,13,low,1,1,中质量,无区别,非常正面,8
261,wine,47,high,2,2,低质量,无吸引力,中立,1
261,wine,21,low,2,1,低质量,有吸引力,中立,2
261,cake,44,high,3,2,低质量,有吸引力,中立,3
261,cake,17,low,3,1,低质量,无吸引力,中立,4
261,sandwich,39,high,1,2,低质量,有吸引力,中立,5
261,sandwich,20,low,1,1,低质量,无吸引力,中立,6
261,donut,33,high,4,2,中质量,无区别,中立,7
261,donut,24,low,4,1,中质量,无区别,中立,8
262,wine,35,high,4,1,中质量,无吸引力,中立,1
262,wine,13,low,4,2,中质量,有吸引力,中立,2
262,cake,43,high,1,1,低质量,无区别,中立,3
262,cake,33,low,1,2,低质量,无区别,中立,4
262,sandwich,43,high,2,1,中质量,无吸引力,中立,5
262,sandwich,13,low,2,2,中质量,有吸引力,中立,6
262,donut,43,high,3,2,低质量,无区别,中立,7
262,donut,15,low,3,1,低质量,无区别,中立,8
263,wine,40,high,3,2,中质量,无区别,正面,1
263,wine,24,low,3,1,中质量,无区别,正面,2
263,cake,48,high,4,2,中质量,有吸引力,正面,3
263,cake,16,low,4,1,中质量,无吸引力,正面,4
263,sandwich,47,high,2,2,中质量,无吸引力,正面,5
263,sandwich,17,low,2,1,中质量,有吸引力,正面,6
263,donut,46,high,1,1,中质量,有吸引力,正面,7
263,donut,25,low,1,2,中质量,无吸引力,正面,8
264,wine,41,high,2,2,低质量,无区别,正面,1
264,wine,17,low,2,1,低质量,无区别,正面,2
264,cake,42,high,3,2,低质量,有吸引力,正面,3
264,cake,17,low,3,1,低质量,无吸引力,正面,4
264,sandwich,25,high,4,1,低质量,有吸引力,正面,5
264,sandwich,18,low,4,2,低质量,无吸引力,正面,6
264,donut,43,high,1,1,中质量,无区别,正面,7
264,donut,14,low,1,2,中质量,无区别,正面,8
265,wine,15,high,3,1,中质量,有吸引力,中立,1
265,wine,11,low,3,2,中质量,无吸引力,中立,2
265,cake,42,high,1,1,低质量,无区别,中立,3
265,cake,20,low,1,2,低质量,无区别,中立,4
265,sandwich,29,high,2,1,中质量,有吸引力,中立,5
265,sandwich,23,low,2,2,中质量,无吸引力,中立,6
265,donut,45,high,4,1,低质量,无区别,中立,7
265,donut,20,low,4,2,低质量,无区别,中立,8
266,wine,44,high,4,1,中质量,无区别,中立,1
266,wine,17,low,4,2,中质量,无区别,中立,2
266,cake,40,high,3,1,中质量,有吸引力,中立,3
266,cake,11,low,3,2,中质量,无吸引力,中立,4
266,sandwich,37,high,2,2,中质量,有吸引力,中立,5
266,sandwich,16,low,2,1,中质量,无吸引力,中立,6
266,donut,47,high,1,1,中质量,无吸引力,中立,7
266,donut,19,low,1,2,中质量,有吸引力,中立,8
267,wine,41,high,3,2,低质量,有吸引力,中立,1
267,wine,22,low,3,1,低质量,无吸引力,中立,2
267,cake,41,high,4,2,低质量,有吸引力,中立,3
267,cake,12,low,4,1,低质量,无吸引力,中立,4
267,sandwich,41,high,2,2,低质量,无吸引力,中立,5
267,sandwich,19,low,2,1,低质量,有吸引力,中立,6
267,donut,42,high,1,1,中质量,无区别,中立,7
267,donut,15,low,1,2,中质量,无区别,中立,8
